word,sentiment
tegaan,negative
tekanan,negative
telantar,negative
telantarkan,negative
telat,negative
teler,negative
teluh,negative
tembak,negative
tembakan,negative
tempeleng,negative
tempelengan,negative
temperamen,negative
temperamental,negative
tenggelam,negative
tengik,negative
tengil,negative
tengkulak,negative
teperdaya,negative
terabaikan,negative
teracun,negative
teracuni,negative
teradu domba,negative
terampas,negative
terampok,negative
terancam,negative
terancukan,negative
terbakar,negative
terbalik,negative
terbaring,negative
terbata-bata,negative
terbatuk-batuk,negative
terbebani,negative
terbeberkan,negative
terbelenggu,negative
terbelit,negative
terbengkalai,negative
terbengong-bengong,negative
terbentur,negative
terblokir,negative
terbohongi,negative
terboikot,negative
terboros,negative
terbosan,negative
terbujur kaku,negative
terbunuh,negative
tercabik,negative
tercabik-cabik,negative
tercabul,negative
tercampakkan,negative
tercederai,negative
tercegat,negative
tercekal,negative
tercekik,negative
tercela,negative
tercemar,negative
tercengeng,negative
terceroboh,negative
tercongkak,negative
tercopet,negative
tercoreng,negative
tercoreng-moreng,negative
tercurang,negative
terdaif,negative
terdakwa,negative
terdampar,negative
terdamprat,negative
terdegradasi,negative
terdepak,negative
terdeportasi,negative
terdesak,negative
terdhaif,negative
terdhalim,negative
terdhalimi,negative
terdholim,negative
terdholimi,negative
terdiskriminasi,negative
terdiskualifikasi,negative
terdoktrin,negative
terdompleng,negative
terdungu,negative
terdurhaka,negative
terdurjana,negative
terdzalim,negative
terdzalimi,negative
teredan,negative
teregois,negative
tereksploitasi,negative
terekspos,negative
terekstrem,negative
terekstrim,negative
terengah-engah,negative
terenggut,negative
terfatal,negative
tergagap-gagap,negative
terganggu,negative
terganjal,negative
tergeletak,negative
tergesa-gesa,negative
tergopoh,negative
tergopoh-gpoh,negative
terguncang,negative
tergusur,negative
terhalang,negative
terhambat,negative
terhasut,negative
terheran-heran,negative
terhina,negative
teriakan,negative
teribut,negative
tericuh,negative
terinfeksi,negative
terinjak-injak,negative
terisak,negative
terisolasi,negative
terisolir,negative
terjajah,negative
terjerat,negative
terkapar,negative
terkasar,negative
terkatung-katung,negative
terkebiri,negative
terkecoh,negative
terkekang,negative
terkendala,negative
terkibuli,negative
terkontaminasi,negative
terkorup,negative
terkorupsi,negative
terkotor,negative
terkotori,negative
terkoyak,negative
terkucil,negative
terkulai,negative
terkungkung,negative
terkutuk,negative
terlalai,negative
terlalaikan,negative
terlalu,negative
terlalu murah,negative
terlambat,negative
terlampau,negative
terlanggar,negative
terlantar,negative
terlemah,negative
terlena,negative
terletih,negative
terlicik,negative
terloyo,negative
terluka,negative
terlunta,negative
terlunta-lunta,negative
terlupa,negative
termakan,negative
ternista,negative
ternoda,negative
ternodai,negative
terombang-ambing,negative
teror,negative
teroris,negative
terorisme,negative
terpaksa,negative
terpecah,negative
terpecah belah,negative
terpecah-pecah,negative
terpeleset,negative
terpengaruh,negative
terperdaya,negative
terpidana,negative
terpinggirkan,negative
terpojok,negative
terpojokkan,negative
terprovokasi,negative
terpukul,negative
terpuruk,negative
terputus,negative
tersableng,negative
tersabotase,negative
tersadis,negative
tersaingi,negative
tersakit,negative
tersakiti,negative
tersalah,negative
tersalahartikan,negative
tersalahgunakan,negative
tersandera,negative
tersandung,negative
tersangka,negative
tersangsikan,negative
tersantet,negative
tersayat,negative
terserang,negative
terseret,negative
tersesat,negative
tersia-siakan,negative
tersial,negative
tersiksa,negative
tersikut,negative
tersindir,negative
tersinggung,negative
tersingkap,negative
tersinis,negative
tersinting,negative
tersisih,negative
terslebor,negative
tersombong,negative
terstagnan,negative
terstres,negative
tersudut,negative
tersukar,negative
tersulit,negative
tersulut,negative
tersumbat,negative
tersumpek,negative
tersungkur,negative
tersuntuk,negative
tersuram,negative
tersusah,negative
tertabrak,negative
tertampar,negative
tertandus,negative
tertangkap,negative
tertatih-tatih,negative
tertembak,negative
tertembus,negative
tertikam,negative
tertindas,negative
tertinggal,negative
tertipu,negative
tertohok,negative
tertolol,negative
tertuduh,negative
tertular,negative
tertulari,negative
tertunda,negative
tertunduk,negative
tertusuk,negative
terusik,negative
terusir,negative
terzalim,negative
terzalimi,negative
tetek bengek,negative
tewas,negative
tewaskan,negative
tidak ada biaya,negative
tidak ada uang,negative
tidak akan tercatat,negative
tidak berdaya,negative
tidak berkesudahan,negative
tidak bernyawa,negative
tidak dapat dieksekusi,negative
tidak hanya,negative
tidak mungkin,negative
tidak pernah disebutkan,negative
tidak punya dana,negative
tifus,negative
tikam,negative
tikam-menikam,negative
tikaman,negative
tilap,negative
tilep,negative
timpang,negative
tindas,negative
tipikor,negative
tipu,negative
tipu tipuan,negative
tiran,negative
tirani,negative
tiru,negative
tiruan,negative
todong,negative
togel,negative
tohok,negative
tolol,negative
tornado,negative
toyor,negative
tragedi,negative
tragis,negative
trauma,negative
traumatis,negative
tremor,negative
tsunami,negative
tuak,negative
tuba,negative
tubrukan,negative
tuding,negative
tuding-menuding,negative
tudingan,negative
tuduh,negative
tuduh-menuduh,negative
tuduhan,negative
tumbal,negative
tumbang,negative
tumpang tindih,negative
tumpang-tindih,negative
tuna susila,negative
tunasusila,negative
tunggak,negative
tunggakan,negative
tunggang langgang,negative
tuntutan,negative
turun,negative
tutup,negative
tutup mata,negative
uang haram,negative
udal-ugalan,negative
udik,negative
ugal-ugalan,negative
ujub,negative
umbar,negative
umpat,negative
umpatan,negative
uneg-uneg,negative
unek-unek,negative
unjuk rasa,negative
untung-untungan,negative
urakan,negative
urgent,negative
uring-uringan,negative
urung,negative
usang,negative
usik,negative
usil,negative
usir,negative
utang,negative
vandal,negative
vandalisme,negative
vendeta,negative
virulen,negative
virus,negative
vulgar,negative
wabah,negative
waduh,negative
wanti-wanti,negative
was-was,negative
waspada,negative
waswas,negative
zalim,negative
zina,negative
zinah,negative
zionis,negative
aduh,negative
labil,negative
dunia gemerlap,negative
asal jadi,negative
hancur,negative
anjing,negative
apa sih,negative
sial,negative
asal bunyi,negative
asam,negative
asli tapi palsu,negative
asli tetapi palsu,negative
asal tulis,negative
tidak mau tahu,negative
awas,negative
banyak bicara,negative
balas,negative
nakal,negative
basi,negative
banci,negative
bosan,negative
bingung,negative
benci,negative
bohong,negative
nekat,negative
bodoh,negative
bubar,negative
bubarkan,negative
makelar,negative
capek,negative
cari perhatian,negative
cari muka,negative
jelek,negative
tidak ada uang,negative
tidak punya uang,negative
cegah tangkal,negative
penakut,negative
pendek,negative
ganja,negative
tidak acuh,negative
cuek,negative
culun,negative
pencurian kendaraan bermotor,negative
kekerasan,negative
dihancurkam,negative
digosipkan,negative
playboy,negative
emang gue pikirin,negative
makan teman,negative
cemburu,negative
gagap teknologi,negative
gagal total,negative
sangar,negative
tidak mau,negative
tidak tahu,negative
gelandangan,negative
pengemis,negative
gila,negative
gigi nongol,negative
gigi mancung,negative
tidak jelas,negative
goblok,negative
bahan peledak,negative
hilang,negative
mengeluh,negative
keluhan,negative
tidak suka,negative
jarang dibelai,negative
jaga image,negative
tidak lucu,negative
jijik,negative
galak,negative
kabur,negative
kacau,negative
terlanjur,negative
keras kepala,negative
mau tahu,negative
ketahuan,negative
komunis,negative
garing,negative
imitasi,negative
kecelakaan,negative
berlebihan,negative
lemah,negative
lawan,negative
bolos,negative
macam-macam,negative
suram,negative
gaji buta,negative
memaksa,negative
memalukan,negative
makelar kasus,negative
minuman keras,negative
malas,negative
mahal,negative
melulu,negative
pusing,negative
munafik,negative
muntah,negative
menangis,negative
narapidana,negative
narkotika,negative
alkohol,negative
psikotropika,negative
adiktif,negative
obat terlarang,negative
terlarang,negative
marah,negative
terlambat,negative
bicara sembarangan,negative
sembarangan,negative
bandel,negative
berkilah,negative
bicara terus-terusan,negative
merampok,negative
berbohong,negative
iri,negative
ikut campur,negative
bertumpuk,negative
omomg doang,negative
out of topic,negative
sampah,negative
tuna susila,negative
penjahat kelamin,negative
pelacur,negative
lacur,negative
sodomi,negative
miskin,negative
ribet,negative
kriminal,negative
salah tingkah,negative
salah kostum,negative
sombong,negative
sok tahu,negative
sok,negative
rugi,negative
telat berpikir,negative
menyebalkan,negative
terkapar,negative
pelanggaran,negative
toto gelap,negative
tai,negative
wanita pria,negative
what the fuck,negative
what the hell,negative
ya sudah,negative
ck,negative
sial,negative
nestapa,negative
porno,negative
mengklaim,negative
sulit,negative
ribet,negative
norak,negative
